Date,Adj Close
2019-02-27,135.934601
2019-02-26,136.471802
2019-02-25,136.21785
2019-02-22,136.012741
2019-02-21,134.635513
2019-02-20,134.791794
2019-02-19,135.47551
2019-02-15,134.821106
2019-02-14,133.307129
2019-02-13,134.322952
2019-02-12,132.887131
2019-02-11,130.875031
2019-02-08,130.601532
2019-02-07,130.093613
2019-02-06,131.617355
2019-02-05,130.873917
2019-02-04,130.526321
2019-02-01,129.473938
2019-01-31,129.782883
2019-01-30,129.744263
2019-01-29,129.695984
2019-01-28,129.638077
2019-01-25,129.348419
2019-01-24,127.958092
2019-01-23,128.305664
2019-01-22,118.293404
2019-01-18,119.548561
2019-01-17,117.9748
2019-01-16,117.424461
2019-01-15,117.53067
2019-01-14,116.236893
2019-01-11,117.269974
2019-01-10,117.588585
2019-01-09,116.526535
2019-01-08,115.696205
2019-01-07,114.074165
2019-01-04,113.272789
2019-01-03,109.014923
2019-01-02,111.235573
2018-12-31,109.748711
2018-12-28,109.130783
2018-12-27,109.854912
2018-12-26,107.547356
2018-12-24,103.859131
2018-12-21,107.112885
2018-12-20,109.121124
2018-12-19,112.413498
2018-12-18,112.625908
2018-12-17,112.094879
2018-12-14,115.763786
2018-12-13,116.56517
2018-12-12,116.980324
2018-12-11,116.719635
2018-12-10,116.951355
2018-12-07,115.223106
2018-12-06,119.63546
2018-12-04,117.405136
2018-12-03,120.98716
2018-11-30,119.983032
2018-11-29,117.289284
2018-11-28,118.756851
2018-11-27,115.889297
2018-11-26,115.435516
2018-11-23,113.147278
2018-11-21,114.479668
2018-11-20,113.156929
2018-11-19,116.159645
2018-11-16,117.376175
2018-11-15,117.250671
2018-11-14,116.053444
2018-11-13,116.671356
2018-11-12,116.729294
2018-11-09,119.278229
2018-11-08,119.123734
2018-11-07,119.017525
2018-11-06,117.377762
2018-11-05,114.460464
2018-11-02,110.275215
2018-11-01,111.381119
2018-10-31,110.04641
2018-10-30,110.017807
2018-10-29,114.060059
2018-10-26,118.969864
2018-10-25,120.552444
2018-10-24,121.277
2018-10-23,125.090446
2018-10-22,123.95594
2018-10-19,123.078857
2018-10-18,124.46122
2018-10-17,127.797989
2018-10-16,138.351685
2018-10-15,134.547791
2018-10-12,134.280838
2018-10-11,132.536179
2018-10-10,136.035004
2018-10-09,140.372818
2018-10-08,141.469162
2018-10-05,142.07933
2018-10-04,144.252991
2018-10-03,146.073898
2018-10-02,146.579178
2018-10-01,145.864166
2018-09-28,144.157669
2018-09-27,144.434143
2018-09-26,144.539001
2018-09-25,141.964935
2018-09-24,143.032684
2018-09-21,144.291138
2018-09-20,144.100449
2018-09-19,142.107925
2018-09-18,141.631256
2018-09-17,141.040176
2018-09-14,141.411957
2018-09-13,142.003052
2018-09-12,139.73407
2018-09-11,139.657791
2018-09-10,138.856964
2018-09-07,138.666306
2018-09-06,139.562469
2018-09-05,139.81987
2018-09-04,138.885544
2018-08-31,139.648239
2018-08-30,139.123901
2018-08-29,140.658813
2018-08-28,139.753128
2018-08-27,139.848465
2018-08-24,139.228775
2018-08-23,138.590012
2018-08-22,138.46611
2018-08-21,139.162048
2018-08-20,139.676849
2018-08-17,139.247864
2018-08-16,138.561432
2018-08-15,137.198105
2018-08-14,136.673767
2018-08-13,136.054092
2018-08-10,137.741531
2018-08-09,138.018021
2018-08-08,138.542358
2018-08-07,138.655548
2018-08-06,137.731232
2018-08-03,139.306335
2018-08-02,134.835709
2018-08-01,135.345016
2018-07-31,136.693756
2018-07-30,137.221939
2018-07-27,136.901245
2018-07-26,138.372589
2018-07-25,138.287689
2018-07-24,138.06134
2018-07-23,137.419983
2018-07-20,138.033066
2018-07-19,140.75882
2018-07-18,136.307037
2018-07-17,135.335571
2018-07-16,137.193634
2018-07-13,137.608612
2018-07-12,138.127365
2018-07-11,136.703171
2018-07-10,136.486252
2018-07-09,136.184433
2018-07-06,134.38298
2018-07-05,133.392654
2018-07-03,131.638336
2018-07-02,131.911865
2018-06-29,131.760971
2018-06-28,132.081619
2018-06-27,129.66713
2018-06-26,131.176178
2018-06-25,130.902679
2018-06-22,133.251175
2018-06-21,133.22287
2018-06-20,134.52446
2018-06-19,135.722275
2018-06-18,136.269318
2018-06-15,137.127594
2018-06-14,136.948395
2018-06-13,138.033066
2018-06-12,138.523483
2018-06-11,138.249985
2018-06-08,137.834991
2018-06-07,137.099319
2018-06-06,136.486252
2018-06-05,135.533646
2018-06-04,134.911148
2018-06-01,133.883087
2018-05-31,133.279465
2018-05-30,134.515015
2018-05-29,133.194595
2018-05-25,135.477051
2018-05-24,135.882629
2018-05-23,136.448532
2018-05-22,136.84465
2018-05-21,137.221939
2018-05-18,135.892059
2018-05-17,136.288193
2018-05-16,136.410797
2018-05-15,135.571381
2018-05-14,136.099564
2018-05-11,135.948639
2018-05-10,136.042953
2018-05-09,134.505585
2018-05-08,133.39267
2018-05-07,133.597855
2018-05-04,134.241486
2018-05-03,132.450516
2018-05-02,132.879608
2018-05-01,135.25827
2018-04-30,135.220978
2018-04-27,136.63887
2018-04-26,136.862701
2018-04-25,136.135147
2018-04-24,135.78067
2018-04-23,136.060516
2018-04-20,135.164993
2018-04-19,137.776886
2018-04-18,138.793655
2018-04-17,150.099396
2018-04-16,147.282272
2018-04-13,146.181564
2018-04-12,147.450195
2018-04-11,144.922256
2018-04-10,144.950241
2018-04-09,142.431641
2018-04-06,140.454086
2018-04-05,143.68161
2018-04-04,143.765564
2018-04-03,139.782455
2018-04-02,139.987656
2018-03-29,143.121918
2018-03-28,142.273056
2018-03-27,141.704041
2018-03-26,143.065948
2018-03-23,138.886948
2018-03-22,141.871933
2018-03-21,146.162903
2018-03-20,145.705811
2018-03-19,146.778549
2018-03-16,149.493042
2018-03-15,148.886719
2018-03-14,147.496841
2018-03-13,148.616196
2018-03-12,149.493042
2018-03-09,148.606888
2018-03-08,145.715164
2018-03-07,147.683426
2018-03-06,145.258057
2018-03-05,146.405426
2018-03-02,144.110718
2018-03-01,143.476364
2018-02-28,145.360672
2018-02-27,146.032318
2018-02-26,147.925934
2018-02-23,145.071518
2018-02-22,142.888702
2018-02-21,143.616333
2018-02-20,144.735687
2018-02-16,145.687164
2018-02-15,145.52861
2018-02-14,144.362564
2018-02-13,140.621979
2018-02-12,141.228287
2018-02-09,139.465302
2018-02-08,137.674271
2018-02-07,142.114487
2018-02-06,143.490814
2018-02-05,140.895157
2018-02-02,146.899338
2018-02-01,150.012283
2018-01-31,151.21312
2018-01-30,151.139236
2018-01-29,154.07666
2018-01-26,154.575485
2018-01-25,152.848114
2018-01-24,152.755737
2018-01-23,153.568619
2018-01-22,150.197052
2018-01-19,149.984573
2018-01-18,156.219681
2018-01-17,155.785538
2018-01-16,151.3517
2018-01-12,150.695847
2018-01-11,151.675003
2018-01-10,151.656525
2018-01-09,151.333221
2018-01-08,151.000687
2018-01-05,150.095444
2018-01-04,149.365707
2018-01-03,146.400558
2018-01-02,142.483978
2017-12-29,141.717285
2017-12-28,142.289978
2017-12-27,141.449402
2017-12-26,141.172272
2017-12-22,140.867447
2017-12-21,139.943741
2017-12-20,141.283127
2017-12-19,141.541779
2017-12-18,141.63414
2017-12-15,140.867447
2017-12-14,142.253036
2017-12-13,142.169891
2017-12-12,144.784042
2017-12-11,143.555466
2017-12-08,143.001236
2017-12-07,141.85585
2017-12-06,142.345413
2017-12-05,143.500076
2017-12-04,144.525406
2017-12-01,142.955063
2017-11-30,142.225311
2017-11-29,141.837357
2017-11-28,140.839737
2017-11-27,140.387115
2017-11-24,140.257782
2017-11-22,140.19313
2017-11-21,140.35939
2017-11-20,139.029236
2017-11-17,137.60672
2017-11-16,137.74527
2017-11-15,135.879379
2017-11-14,137.532852
2017-11-13,137.080185
2017-11-10,137.782227
2017-11-09,138.835266
2017-11-08,138.622803
2017-11-07,138.4216
2017-11-06,137.95517
2017-11-03,138.631958
2017-11-02,140.250778
2017-11-01,140.872696
2017-10-31,140.900116
2017-10-30,141.1745
2017-10-27,140.552567
2017-10-26,140.479431
2017-10-25,140.387939
2017-10-24,142.564651
2017-10-23,145.921173
2017-10-20,148.225891
2017-10-19,147.155838
2017-10-18,145.902878
2017-10-17,134.022476
2017-10-16,134.287704
2017-10-13,134.534637
2017-10-12,134.470627
2017-10-11,135.010223
2017-10-10,135.815048
2017-10-09,134.799881
2017-10-06,133.967621
2017-10-05,134.187103
2017-10-04,133.967621
2017-10-03,134.241974
2017-10-02,134.132248
2017-09-29,132.68721
2017-09-28,133.217667
2017-09-27,133.217667
2017-09-26,134.040771
2017-09-25,133.409698
2017-09-22,132.732925
2017-09-21,132.851837
2017-09-20,133.418869
2017-09-19,132.056137
2017-09-18,132.202454
2017-09-15,132.449402
2017-09-14,133.10791
2017-09-13,133.519485
2017-09-12,133.309082
2017-09-11,132.485977
2017-09-08,130.28186
2017-09-07,130.693405
2017-09-06,131.534836
2017-09-05,130.821457
2017-09-01,131.772614
2017-08-31,130.812302
2017-08-30,130.382462
2017-08-29,130.912918
2017-08-28,130.336731
2017-08-25,131.461655
2017-08-24,130.72998
2017-08-23,129.998322
2017-08-22,128.964844
2017-08-21,128.342926
2017-08-18,127.766769
2017-08-17,128.681335
2017-08-16,130.327591
2017-08-15,129.934326
2017-08-14,130.162964
2017-08-11,129.723938
2017-08-10,129.723938
2017-08-09,129.659943
2017-08-08,129.970901
2017-08-07,129.84285
2017-08-04,131.372345
2017-08-03,131.173233
2017-08-02,130.729767
2017-08-01,131.499054
2017-07-31,130.928864
2017-07-28,130.584961
2017-07-27,131.290909
2017-07-26,131.553345
2017-07-25,132.30452
2017-07-24,132.12352
2017-07-21,133.109955
2017-07-20,133.634888
2017-07-19,133.517212
2017-07-18,139.372681
2017-07-17,138.476715
2017-07-14,139.58989
2017-07-13,139.037857
2017-07-12,139.101181
2017-07-11,138.639618
2017-07-10,138.847748
2017-07-07,138.413376
2017-07-06,137.888474
2017-07-05,139.074036
2017-07-03,140.802597
2017-06-30,139.218826
2017-06-29,139.490356
2017-06-28,140.567337
2017-06-27,140.051453
2017-06-26,140.48587
2017-06-23,139.47226
2017-06-22,139.734695
2017-06-21,139.182632
2017-06-20,140.232452
2017-06-19,140.132904
2017-06-16,140.621628
2017-06-15,139.571793
2017-06-14,139.200729
2017-06-13,139.598938
2017-06-12,140.440582
2017-06-09,139.463196
2017-06-08,137.653137
2017-06-07,136.639542
2017-06-06,137.897491
2017-06-05,137.933716
2017-06-02,137.607895
2017-06-01,138.169022
2017-05-31,138.132843
2017-05-30,137.318283
2017-05-26,138.006104
2017-05-25,138.648682
2017-05-24,138.0242
2017-05-23,137.589813
2017-05-22,138.141861
2017-05-19,137.544571
2017-05-18,136.458527
2017-05-17,136.594284
2017-05-16,139.083069
2017-05-15,137.119186
2017-05-12,136.087463
2017-05-11,136.340881
2017-05-10,136.883896
2017-05-09,137.662186
2017-05-08,138.494812
2017-05-05,138.965439
2017-05-04,142.550491
2017-05-03,142.174042
2017-05-02,142.595306
2017-05-01,142.362259
2017-04-28,143.661835
2017-04-27,143.688721
2017-04-26,143.455688
2017-04-25,143.751495
2017-04-24,144.074127
2017-04-21,143.742508
2017-04-20,145.463333
2017-04-19,144.916611
2017-04-18,152.409363
2017-04-17,153.350433
2017-04-13,151.943298
2017-04-12,152.956055
2017-04-11,152.884399
2017-04-10,153.440048
2017-04-07,154.282547
2017-04-06,154.560364
2017-04-05,154.945786
2017-04-04,156.415649
2017-04-03,156.397736
2017-03-31,156.075058
2017-03-30,155.824127
2017-03-29,155.895844
2017-03-28,156.406677
2017-03-27,155.743454
2017-03-24,155.797226
2017-03-23,156.684555
2017-03-22,156.648682
2017-03-21,155.842072
2017-03-20,157.473236
2017-03-17,157.428421
2017-03-16,158.853455
2017-03-15,157.571823
2017-03-14,157.49115
2017-03-13,158.154388
2017-03-10,159.382278
2017-03-09,158.799698
2017-03-08,160.834213
2017-03-07,161.667725
2017-03-06,161.748428
2017-03-03,161.371994
2017-03-02,161.80217
2017-03-01,163.074905
2017-02-28,161.165863
2017-02-27,160.789383
2017-02-24,162.537109
2017-02-23,162.806
2017-02-22,162.357849
2017-02-21,161.560211
2017-02-17,161.927658
2017-02-16,162.608795
2017-02-15,162.832886
2017-02-14,161.443665
2017-02-13,160.75354
2017-02-10,160.144089
2017-02-09,158.826614
2017-02-08,157.894485
2017-02-07,158.692169
2017-02-06,156.380112
2017-02-03,156.344604
2017-02-02,155.241959
2017-02-01,154.984055
2017-01-31,155.188583
2017-01-30,156.326813
2017-01-27,157.660629
2017-01-26,158.869995
2017-01-25,158.540985
2017-01-24,156.415726
2017-01-23,152.085159
2017-01-20,151.658325
2017-01-19,148.332611
2017-01-18,148.323715
2017-01-17,149.292984
2017-01-13,148.803894
2017-01-12,149.346359
2017-01-11,149.168472
2017-01-10,147.185501
2017-01-09,149.079559
2017-01-06,150.751312
2017-01-05,150.01326
2017-01-04,150.51123
2017-01-03,148.670532
2016-12-30,147.603439
2016-12-29,148.145859
2016-12-28,147.781281
2016-12-27,148.626038
2016-12-23,148.243713
2016-12-22,148.554901
2016-12-21,148.795013
2016-12-20,149.035126
2016-12-19,148.216995
2016-12-16,148.261475
2016-12-15,149.408585
2016-12-14,149.844299
2016-12-13,149.648666
2016-12-12,147.167709
2016-12-09,148.074738
2016-12-08,147.043213
2016-12-07,146.536362
2016-12-06,142.588181
2016-12-05,142.134689
2016-12-02,142.294739
2016-12-01,142.116882
2016-11-30,144.251053
2016-11-29,145.415939
2016-11-28,146.296265
2016-11-25,145.069153
2016-11-23,144.037628
2016-11-22,144.651199
2016-11-21,144.740112
2016-11-18,142.623779
2016-11-17,142.099106
2016-11-16,141.645569
2016-11-15,141.094269
2016-11-14,140.685226
2016-11-11,143.406296
2016-11-10,142.47258
2016-11-09,137.661835
2016-11-08,137.981979
2016-11-07,137.226151
2016-11-04,134.326843
2016-11-03,134.273972
2016-11-02,133.90387
2016-11-01,134.644089
2016-10-31,135.43721
2016-10-28,134.485489
2016-10-27,135.137604
2016-10-26,133.780487
2016-10-25,132.960938
2016-10-24,132.687775
2016-10-21,131.859375
2016-10-20,133.524933
2016-10-19,133.295822
2016-10-18,132.819931
2016-10-17,136.388962
2016-10-14,136.106949
2016-10-13,135.463638
2016-10-12,135.965942
2016-10-11,136.40657
2016-10-10,138.371719
2016-10-07,137.182053
2016-10-06,138.248367
2016-10-05,138.424606
2016-10-04,137.878265
2016-10-03,138.891678
2016-09-30,139.984406
2016-09-29,139.332306
2016-09-28,139.490891
2016-09-27,138.151428
2016-09-26,135.692764
2016-09-23,136.574005
2016-09-22,137.569809
2016-09-21,137.058716
2016-09-20,136.106949
2016-09-19,136.477081
2016-09-16,135.569382
2016-09-15,137.173248
2016-09-14,135.75444
2016-09-13,137.30542
2016-09-12,139.490891
2016-09-09,137.199677
2016-09-08,140.116562
2016-09-07,142.443054
2016-09-06,141.306229
2016-09-02,140.601273
2016-09-01,140.592453
2016-08-31,140.010818
2016-08-30,140.469055
2016-08-29,140.751038
2016-08-26,139.517349
2016-08-25,139.790512
2016-08-24,140.160645
2016-08-23,141.226944
2016-08-22,140.997803
2016-08-19,141.033051
2016-08-18,142.19632
2016-08-17,141.385559
2016-08-16,141.614655
2016-08-15,142.654541
2016-08-12,142.716217
2016-08-11,144.108566
2016-08-10,142.830765
2016-08-09,142.557602
2016-08-08,142.795517
2016-08-05,142.848419
2016-08-04,141.144699
2016-08-03,140.375839
2016-08-02,140.297241
2016-08-01,141.057358
2016-07-29,140.332169
2016-07-28,140.987442
2016-07-27,141.389359
2016-07-26,141.642685
2016-07-25,142.105759
2016-07-22,141.59903
2016-07-21,140.183655
2016-07-20,140.978729
2016-07-19,139.423553
2016-07-18,139.668167
2016-07-15,139.598297
2016-07-14,140.035141
2016-07-13,138.060593
2016-07-12,137.204376
2016-07-11,135.710373
2016-07-08,134.950226
2016-07-07,133.325165
2016-07-06,133.124207
2016-07-05,132.521378
2016-07-01,133.10675
2016-06-30,132.608734
2016-06-29,129.708084
2016-06-28,127.296722
2016-06-27,125.374603
2016-06-24,128.07431
2016-06-23,135.727829
2016-06-22,133.604767
2016-06-21,134.592041
2016-06-20,134.207611
2016-06-17,132.792236
2016-06-16,131.979675
2016-06-15,131.647675
2016-06-14,131.979675
2016-06-13,132.17189
2016-06-10,133.124207
2016-06-09,134.041595
2016-06-08,134.548325
2016-06-07,133.962982
2016-06-06,133.438751
2016-06-03,133.578568
2016-06-02,134.111496
2016-06-01,133.246552
2016-05-31,134.321198
2016-05-27,133.534897
2016-05-26,133.185425
2016-05-25,132.530106
2016-05-24,129.577057
2016-05-23,128.231552
2016-05-20,128.650925
2016-05-19,126.623947
2016-05-18,128.729599
2016-05-17,129.306198
2016-05-16,130.581802
2016-05-13,129.061539
2016-05-12,130.040115
2016-05-11,130.136185
2016-05-10,131.027374
2016-05-09,128.729599
2016-05-06,127.462692
2016-05-05,125.541573
2016-05-04,123.638779
2016-05-03,123.535927
2016-05-02,124.513031
2016-04-29,125.087288
2016-04-28,126.055862
2016-04-27,128.970047
2016-04-26,127.778641
2016-04-25,127.547234
2016-04-22,127.281487
2016-04-21,127.967186
2016-04-20,125.233002
2016-04-19,123.424515
2016-04-18,130.735672
2016-04-15,130.041412
2016-04-14,129.561432
2016-04-13,129.621414
2016-04-12,128.250031
2016-04-11,127.924339
2016-04-08,128.010086
2016-04-07,127.067238
2016-04-06,128.584305
2016-04-05,128.567139
2016-04-04,130.3414
2016-04-01,130.727112
2016-03-31,129.810013
2016-03-30,127.204376
2016-03-29,127.992912
2016-03-28,127.195778
2016-03-24,126.810089
2016-03-23,124.624443
2016-03-22,126.938667
2016-03-21,127.392937
2016-03-18,126.07299
2016-03-17,126.030106
2016-03-16,124.101624
2016-03-15,122.533081
2016-03-14,122.378807
2016-03-11,122.018837
2016-03-10,120.158897
2016-03-09,120.347443
2016-03-08,119.198914
2016-03-07,120.124596
2016-03-04,118.110367
2016-03-03,118.110367
2016-03-02,116.824699
2016-03-01,115.170479
2016-02-29,112.307724
2016-02-26,113.164825
2016-02-25,115.281914
2016-02-24,113.824806
2016-02-23,113.481956
2016-02-22,114.656219
2016-02-19,114.064789
2016-02-18,113.524826
2016-02-17,108.082138
2016-02-16,105.202232
2016-02-12,103.74514
2016-02-11,101.010941
2016-02-10,103.016602
2016-02-09,106.342201
2016-02-08,108.836411
2016-02-05,109.084991
2016-02-04,108.30439
2016-02-03,105.818459
2016-02-02,104.308228
2016-02-01,105.911781
2016-01-29,105.877823
2016-01-28,103.697334
2016-01-27,102.628273
2016-01-26,104.011246
2016-01-25,103.578537
2016-01-22,103.934891
2016-01-21,104.282745
2016-01-20,103.391884
2016-01-19,108.694672
2016-01-15,110.323685
2016-01-14,112.767242
2016-01-13,111.290924
2016-01-12,112.758759
2016-01-11,113.038727
2016-01-08,111.681213
2016-01-07,112.724815
2016-01-06,114.684746
2016-01-05,115.261681
2016-01-04,115.346519
2015-12-31,116.763412
2015-12-30,118.222755
2015-12-29,118.596077
2015-12-28,116.754913
2015-12-24,117.297935
2015-12-23,117.543983
2015-12-22,117.026428
2015-12-21,114.964706
2015-12-18,114.45565
2015-12-17,116.025276
2015-12-16,118.180336
2015-12-15,116.907654
2015-12-14,115.329544
2015-12-11,114.175659
2015-12-10,116.05072
2015-12-09,115.906494
2015-12-08,117.128281
2015-12-07,118.400925
2015-12-04,119.147537
2015-12-03,117.866394
2015-12-02,118.528198
2015-12-01,119.868744
2015-11-30,118.290627
2015-11-27,117.476128
2015-11-25,117.085838
2015-11-24,117.594902
2015-11-23,117.476128
2015-11-20,117.510033
2015-11-19,116.016792
2015-11-18,115.236206
2015-11-17,113.53933
2015-11-16,113.446007
2015-11-13,111.783043
2015-11-12,112.877525
2015-11-11,114.557465
2015-11-10,114.939262
2015-11-09,114.803505
2015-11-06,117.297935
2015-11-05,117.586388
2015-11-04,119.049004
2015-11-03,119.259132
2015-11-02,117.989853
2015-10-30,117.746117
2015-10-29,118.141197
2015-10-28,118.376534
2015-10-27,115.880081
2015-10-26,120.755333
2015-10-23,121.612709
2015-10-22,121.116768
2015-10-21,118.452171
2015-10-20,118.216843
2015-10-19,125.428879
2015-10-16,126.412331
2015-10-15,126.160164
2015-10-14,126.092896
2015-10-13,125.765083
2015-10-12,127.04274
2015-10-09,128.09346
2015-10-08,128.001007
2015-10-07,126.160164
2015-10-06,125.059036
2015-10-05,125.277557
2015-10-02,121.528671
2015-10-01,120.696526
2015-09-30,121.856476
2015-09-29,119.755074
2015-09-28,119.797081
2015-09-25,122.234718
2015-09-24,121.385773
2015-09-23,120.755333
2015-09-22,121.402565
2015-09-21,123.125748
2015-09-18,121.469803
2015-09-17,124.521057
2015-09-16,124.748032
2015-09-15,124.008308
2015-09-14,122.428062
2015-09-11,123.873848
2015-09-10,122.890373
2015-09-09,121.923737
2015-09-08,123.756149
2015-09-04,120.788933
2015-09-03,123.377876
2015-09-02,121.923737
2015-09-01,119.931587
2015-08-31,124.310944
2015-08-28,124.386589
2015-08-27,124.857269
2015-08-26,123.310631
2015-08-25,118.485847
2015-08-24,120.595634
2015-08-21,125.117882
2015-08-20,128.320419
2015-08-19,129.396332
2015-08-18,131.136307
2015-08-17,131.388504
2015-08-14,130.91777
2015-08-13,130.346191
2015-08-12,131.26239
2015-08-11,130.716034
2015-08-10,131.758316
2015-08-07,130.388199
2015-08-06,131.396866
2015-08-05,131.632217
2015-08-04,131.382126
2015-08-03,132.30748
2015-07-31,135.04184
2015-07-30,134.183182
2015-07-29,134.291565
2015-07-28,133.424561
2015-07-27,132.607574
2015-07-24,133.174484
2015-07-23,134.825073
2015-07-22,133.674667
2015-07-21,135.942169
2015-07-20,144.403641
2015-07-17,143.811752
2015-07-16,142.552963
2015-07-15,140.493866
2015-07-14,140.560577
2015-07-13,141.202454
2015-07-10,139.176682
2015-07-09,136.592422
2015-07-08,136.017212
2015-07-07,137.551102
2015-07-06,137.325974
2015-07-02,137.626114
2015-07-01,137.125992
2015-06-30,135.600342
2015-06-29,135.85878
2015-06-26,137.934601
2015-06-25,138.451416
2015-06-24,139.193344
2015-06-23,140.568878
2015-06-22,139.826935
2015-06-19,139.210007
2015-06-18,140.260452
2015-06-17,139.360092
2015-06-16,139.085007
2015-06-15,138.601501
2015-06-12,139.210007
2015-06-11,140.70224
2015-06-10,140.818985
2015-06-09,138.117966
2015-06-08,137.834534
2015-06-05,139.551819
2015-06-04,140.368805
2015-06-03,141.652603
2015-06-02,141.427536
2015-06-01,141.869354
2015-05-29,141.427536
2015-05-28,143.144836
2015-05-27,143.386597
2015-05-26,141.827682
2015-05-22,143.570023
2015-05-21,144.503693
2015-05-20,144.85379
2015-05-19,144.620377
2015-05-18,144.270248
2015-05-15,144.436981
2015-05-14,145.095535
2015-05-13,143.619995
2015-05-12,142.17778
2015-05-11,142.652969
2015-05-08,143.953491
2015-05-07,142.544617
2015-05-06,140.677277
2015-05-05,142.108429
2015-05-04,142.839172
2015-05-01,142.59285
2015-04-30,140.638748
2015-04-29,143.1922
2015-04-28,142.798126
2015-04-27,140.17894
2015-04-24,139.398941
2015-04-23,139.776642
2015-04-22,135.769852
2015-04-21,134.866699
2015-04-20,136.426743
2015-04-17,131.919113
2015-04-16,133.938904
2015-04-15,134.759995
2015-04-14,133.257431
2015-04-13,133.323135
2015-04-10,133.717224
2015-04-09,133.290268
2015-04-08,132.887985
2015-04-07,133.068573
2015-04-06,133.043976
2015-04-02,131.73851
2015-04-01,130.69574
2015-03-31,131.779541
2015-03-30,133.561218
2015-03-27,131.697449
2015-03-26,131.853409
2015-03-25,130.712143
2015-03-24,133.832153
2015-03-23,135.170532
2015-03-20,133.733688
2015-03-19,131.213028
2015-03-18,131.213028
2015-03-17,128.873016
2015-03-16,128.971527
2015-03-13,126.672592
2015-03-12,129.71048
2015-03-11,128.741623
2015-03-10,129.570908
2015-03-09,132.001221
2015-03-06,130.137436
2015-03-05,132.337845
